dataset,model_name,k,cv_accuracy_mean,cv_accuracy_std,cv_macro_f1_mean,cv_macro_f1_std,cv_weighted_f1_mean,cv_weighted_f1_std,test_accuracy,test_macro_f1,test_weighted_f1,test_macro_precision,test_macro_recall
traditional_lihc,B1_structural,8,0.5971469602759283,0.049954758952711134,0.3667438733230987,0.03406870859751247,0.6220348888772258,0.035426708041177896,0.5076322328718494,0.36881801918657187,0.5601779082591148,0.3665859187768353,0.47339877370089944
