trial,mean_score,std_score,iterations,learning_rate,depth,l2_leaf_reg,bootstrap_type,subsample,verbose,loss_function,eval_metric,task_type
4,0.3151204839557753,0.01129419475059501,500,0.1,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
14,0.3095939784640406,0.014732055494905527,500,0.03,4,3,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
8,0.30743317890679434,0.022788277433702903,300,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
20,0.30743317890679434,0.022788277433702903,500,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
7,0.30645759360027075,0.014518644104518419,300,0.05,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
18,0.30540022025762326,0.013221591118566328,500,0.03,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
5,0.3052232707243896,0.023679862413670705,300,0.05,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
15,0.29764678108088083,0.022387312055002693,300,0.03,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
17,0.2956166268492629,0.0019991662855540215,300,0.05,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
11,0.2938275412944615,0.016444350694904297,500,0.03,8,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
2,0.28772762593169643,0.009749650656903919,300,0.03,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
10,0.28772762593169643,0.009749650656903919,500,0.05,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
16,0.2874510501342485,0.005148505266043324,300,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
1,0.2874510501342485,0.005148505266043324,500,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
9,0.2864396438900937,0.018883344528845714,300,0.03,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
6,0.2864396438900937,0.018883344528845714,300,0.05,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
12,0.27074575215433694,0.022070575494029493,300,0.03,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
3,0.2586946379159207,0.028815640782801674,300,0.03,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
13,0.2586946379159207,0.028815640782801674,500,0.05,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
19,0.25800551736982974,0.02812652023671071,500,0.05,4,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
